fecha,Aérea,Terrestre,Marítima
2020-03-01,54830.992130115425,115494.29790835253,6545.0
2020-04-01,489.0,9550.0,
2020-05-01,610.0,9169.0,
2020-06-01,1418.0,10399.0,
2020-07-01,1047.0,12437.0,
2020-08-01,1259.0,14098.0,
2020-09-01,5606.0,19783.528915275994,
2020-10-01,9474.702618453864,21063.82183411262,
2020-11-01,38994.0,19638.0,
2020-12-01,53717.0,5715.0,
2021-01-01,43648.0,60972.0,
2021-02-01,28784.0,36679.0,
2021-03-01,60160.41466618583,44984.64027510227,
2021-04-01,34541.691431401676,47526.178229056204,
2021-05-01,59518.0,20456.0,
2021-06-01,75987.0,30449.0,
2021-07-01,71180.0,37165.66433359256,
2021-08-01,55680.0,27571.0,
2021-09-01,46047.99999999996,28866.0,
2021-10-01,53420.0,40325.0,
2021-11-01,72673.0,42922.17755114579,1313.0
2021-12-01,122254.0,122049.0,2595.0
2022-01-01,97752.0,53281.0,676.0
2022-02-01,84575.0,147175.4,448.0
2022-03-01,106141.0,189137.0,852.0
2022-04-01,124782.0,258094.0,3902.0
2022-05-01,111839.0,243664.0,897.0
2022-06-01,125316.0,234967.0,
2022-07-01,131458.0,266315.0,
2022-08-01,108896.0,290297.0,
2022-09-01,103209.0,245409.0,
2022-10-01,122939.0,281801.0,2975.0
2022-11-01,131410.0,315529.0,6238.0
2022-12-01,158463.0,357685.0,10042.0
2023-01-01,76401.0,214429.99999999997,682.0
2023-02-01,75406.0,145396.00000000003,529.0
2023-03-01,92733.0,186351.99999999968,705.0
2023-04-01,79354.0,226626.0000000003,674.0
2023-05-01,71802.0,166906.00000000006,545.0
2023-06-01,87780.0,164892.0000000001,598.0
2023-07-01,99032.0,175496.99999999983,624.0
2023-08-01,79152.0,213118.0000000001,592.0
2023-09-01,67306.0,180016.99999999985,346.0
2023-10-01,59326.0,131699.0,279.0
2023-11-01,89140.0,194406.99999999997,538.0
2023-12-01,108408.0,256911.99999999985,505.0
2024-01-01,96039.0,236880.00000000003,572.0
2024-02-01,98871.0,195023.9999999999,635.0
2024-03-01,108491.0,240757.00000000015,717.0
2024-04-01,87857.0,176774.0000000001,552.0
2024-05-01,87997.0,177469.00000000003,523.0
2024-06-01,104464.0,157594.00000000006,555.0
2024-07-01,110379.0,184561.00000000015,537.0
2024-08-01,88635.0,223302.00000000012,560.0
2024-09-01,69269.0,170231.99999999994,321.0
2024-10-01,81187.0,189998.0000000002,386.0
2024-11-01,97137.0,221084.00000000006,601.0
2024-12-01,113027.0,270242.9999999999,646.0
2025-01-01,101124.0,204868.9999999999,603.0
2025-02-01,92703.0,175050.00000000006,612.0
2025-03-01,107244.0,192069.99999999994,595.0
2025-04-01,93466.0,226671.00000000015,937.0
2025-05-01,87753.0,181985.9999999998,576.0
2025-06-01,99411.0,173922.99999999994,492.0
2025-07-01,117361.0,189324.0000000001,606.0
2025-08-01,90643.0,224363.00000000012,566.0
2025-09-01,70416.0,165690.99999999994,366.0
2025-10-01,90000.0,186906.00000000012,393.0
2025-11-01,111567.0,216329.99999999985,534.0
2025-12-01,127283.0,264139.99999999965,664.0
2026-01-01,113435.0,205027.0000000001,644.0
2026-02-01,106821.0,146468.99999999997,758.0
2026-03-01,127540.0,183014.00000000017,672.0
2026-04-01,102029.0,175449.99999999997,720.0
2026-05-01,95804.0,164258.99999999977,603.0
2026-06-01,98211.0,160604.00000000003,576.0
