fecha,region,real,ARIMA/SARIMA seleccionado,Seasonal naïve,Suavizamiento exponencial simple,Holt-Winters,Prophet
2024-08-01,América Del Centro,191992.30000509688,55757.018172974225,15357.0,51844.24512196351,67322.72531541805,0.0
2024-09-01,América Del Centro,151186.9140386449,55757.018172974225,11220.49268292683,51844.24512196351,36771.1078590907,0.0
2024-10-01,América Del Centro,170604.37848348546,55757.018172974225,14208.773559687135,51844.24512196351,49410.72101620369,0.0
2024-11-01,América Del Centro,201390.66899286208,55757.018172974225,36164.0,51844.24512196351,61277.042983275125,0.0
2024-12-01,América Del Centro,242238.76669915067,55757.018172974225,39679.0,51844.24512196351,107835.85650710764,0.0
2025-01-01,América Del Centro,187170.21490193796,55757.018172974225,71529.0,51844.24512196351,59089.028693221175,0.0
2025-02-01,América Del Centro,155564.88401069562,55757.018172974225,42917.0,51844.24512196351,17173.264960056884,0.0
2025-03-01,América Del Centro,167729.99481481058,55757.018172974225,53656.37897633462,51844.24512196351,57969.81557522462,0.0
2025-04-01,América Del Centro,203524.058390878,55757.018172974225,10039.0,51844.24512196351,62081.905717352274,0.0
2025-05-01,América Del Centro,160973.28389823987,55757.018172974225,9779.0,51844.24512196351,36293.15661751412,0.0
2025-06-01,América Del Centro,155037.64178094812,55757.018172974225,11817.0,51844.24512196351,43501.79067049626,0.0
2025-07-01,América Del Centro,165620.43786941576,55757.018172974225,13484.0,51844.24512196351,58245.88730648162,0.0
2025-08-01,América Del Centro,199695.16911306878,55757.018172974225,15357.0,51844.24512196351,67397.49728087656,0.0
2025-09-01,América Del Centro,154323.22999085515,55757.018172974225,11220.49268292683,51844.24512196351,36844.5774303599,0.0
2025-10-01,América Del Centro,168768.28081863796,55757.018172974225,14208.773559687135,51844.24512196351,49482.910878665934,0.0
2025-11-01,América Del Centro,194775.19206550196,55757.018172974225,36164.0,51844.24512196351,61347.975427173864,0.0
2025-12-01,América Del Centro,230511.15194255428,55757.018172974225,39679.0,51844.24512196351,107905.5534344301,0.0
2026-01-01,América Del Centro,188957.17965209973,55757.018172974225,71529.0,51844.24512196351,59157.511624460996,0.0
2026-02-01,América Del Centro,129776.30345186002,55757.018172974225,42917.0,51844.24512196351,17240.55504085916,0.0
2026-03-01,América Del Centro,157705.69437418517,55757.018172974225,53656.37897633462,51844.24512196351,58035.933582915044,0.0
2026-04-01,América Del Centro,157872.58450827387,55757.018172974225,10039.0,51844.24512196351,62146.872067352604,0.0
2026-05-01,América Del Centro,146233.21372086005,55757.018172974225,9779.0,51844.24512196351,36356.9913696459,0.0
2026-06-01,América Del Centro,146093.47989936126,55757.018172974225,11817.0,51844.24512196351,43564.51353517474,0.0
2021-04-01,América Del Norte,17564.0,29083.92026637364,0.0,16508.650673630218,13295.954351960318,14085.595401625967
2021-05-01,América Del Norte,19349.0,28402.05191448929,0.0,16508.650673630218,9637.353557407036,11927.87758181855
2021-06-01,América Del Norte,28504.0,27854.907577963182,0.0,16508.650673630218,22962.20566235054,15804.592104240392
2021-07-01,América Del Norte,26905.0,27414.157369296885,0.0,16508.650673630218,27755.60976500927,16183.009784979404
2021-08-01,América Del Norte,15939.0,27057.978578304297,0.0,16508.650673630218,13605.75863552684,10718.163457038747
2021-09-01,América Del Norte,13003.0,26769.390083020833,1144.0,16508.650673630218,2037.7188935819577,6733.555831644633
2021-10-01,América Del Norte,16873.0,26535.06386740086,1831.278443106,16508.650673630218,7591.768525951166,7631.668509402882
2021-11-01,América Del Norte,22724.0,26344.46251469521,12742.0,16508.650673630218,12003.544739412162,7849.074331367194
2021-12-01,América Del Norte,57595.0,26189.203491625678,13549.0,16508.650673630218,25566.020738890664,9674.039022402278
2022-01-01,América Del Norte,31451.0,26062.58393465161,13870.0,16508.650673630218,15574.002172065811,6804.35887971453
2022-02-01,América Del Norte,31340.0,25959.220864682986,7313.0,16508.650673630218,14326.097606622428,5638.80895971856
2022-03-01,América Del Norte,44999.0,25874.775673746575,25250.0,16508.650673630218,23754.717995830466,5945.144888665718
2022-04-01,América Del Norte,48861.0,25805.74100529421,0.0,16508.650673630218,13295.954351960307,3699.154755676842
2022-05-01,América Del Norte,45596.0,25749.274431420155,0.0,16508.650673630218,9637.353557407027,2528.4691411405965
2022-06-01,América Del Norte,56586.0,25703.067646685617,0.0,16508.650673630218,22962.205662350534,2467.3483950708046
2022-07-01,América Del Norte,54309.0,25665.24290735339,0.0,16508.650673630218,27755.609765009263,1511.5660481299813
2022-08-01,América Del Norte,42553.0,25634.270572192054,0.0,16508.650673630218,13605.758635526836,179.61046121185132
2022-09-01,América Del Norte,33194.0,25608.9031256622,1144.0,16508.650673630218,2037.718893581954,0.0
2022-10-01,América Del Norte,40404.0,25588.122171560317,1831.278443106,16508.650673630218,7591.7685259511645,0.0
2022-11-01,América Del Norte,41749.0,25571.095699652276,12742.0,16508.650673630218,12003.54473941216,0.0
2022-12-01,América Del Norte,62274.0,25557.143534244376,13549.0,16508.650673630218,25566.020738890664,0.0
2023-01-01,América Del Norte,52108.60115686782,25545.709330367095,13870.0,16508.650673630218,15574.002172065811,0.0
2023-02-01,América Del Norte,51865.9519356297,25536.33783093553,7313.0,16508.650673630218,14326.097606622428,0.0
2023-03-01,América Del Norte,66572.55963862414,25528.656365549356,25250.0,16508.650673630218,23754.717995830466,0.0
2023-04-01,América Del Norte,55382.23160902609,25522.35977893306,0.0,16508.650673630218,13295.954351960307,0.0
2023-05-01,América Del Norte,51272.85906832217,25517.19813913995,0.0,16508.650673630218,9637.353557407027,0.0
2023-06-01,América Del Norte,68588.03777387677,25512.96670331226,0.0,16508.650673630218,22962.205662350534,0.0
2023-07-01,América Del Norte,70692.99262371616,25509.49771995432,0.0,16508.650673630218,27755.609765009263,0.0
2023-08-01,América Del Norte,55583.138067283595,25506.653727271656,0.0,16508.650673630218,13605.758635526836,0.0
2023-09-01,América Del Norte,41730.119457500514,25504.322071639177,1144.0,16508.650673630218,2037.718893581954,0.0
2023-10-01,América Del Norte,35869.926806526804,25502.41042209882,1831.278443106,16508.650673630218,7591.7685259511645,0.0
2023-11-01,América Del Norte,54451.45000323226,25500.843098583195,12742.0,16508.650673630218,12003.54473941216,0.0
2023-12-01,América Del Norte,79127.06209514003,25499.558065359204,13549.0,16508.650673630218,25566.020738890664,0.0
2024-01-01,América Del Norte,63914.014986960305,25498.504468575233,13870.0,16508.650673630218,15574.002172065811,0.0
2024-02-01,América Del Norte,69065.90921193836,25497.640619043545,7313.0,16508.650673630218,14326.097606622428,0.0
2024-03-01,América Del Norte,81207.71720844385,25496.932339484676,25250.0,16508.650673630218,23754.717995830466,0.0
2024-04-01,América Del Norte,60460.321312080916,25496.35161020275,0.0,16508.650673630218,13295.954351960307,0.0
2024-05-01,América Del Norte,61292.18036441695,25495.87545918359,0.0,16508.650673630218,9637.353557407027,0.0
2024-06-01,América Del Norte,82320.16713048855,25495.485052420536,0.0,16508.650673630218,22962.205662350534,0.0
2024-07-01,América Del Norte,82205.10073409877,25495.164948292044,0.0,16508.650673630218,27755.609765009263,0.0
2024-08-01,América Del Norte,61032.010210578876,25494.902486368104,0.0,16508.650673630218,13605.758635526836,0.0
2024-09-01,América Del Norte,41562.9957955142,25494.687286384426,1144.0,16508.650673630218,2037.718893581954,0.0
2024-10-01,América Del Norte,50582.22449190525,25494.510837509846,1831.278443106,16508.650673630218,7591.7685259511645,0.0
2024-11-01,América Del Norte,63735.577115699765,25494.366161623453,12742.0,16508.650673630218,12003.54473941216,0.0
2024-12-01,América Del Norte,87399.59165771572,25494.247537257666,13549.0,16508.650673630218,25566.020738890664,0.0
2025-01-01,América Del Norte,68397.96450108268,25494.150273272673,13870.0,16508.650673630218,15574.002172065811,0.0
2025-02-01,América Del Norte,63957.000584805966,25494.07052329947,7313.0,16508.650673630218,14326.097606622428,0.0
2025-03-01,América Del Norte,75852.92901828368,25494.00513360564,25250.0,16508.650673630218,23754.717995830466,0.0
2025-04-01,América Del Norte,66079.27932998464,25493.951518361937,0.0,16508.650673630218,13295.954351960307,0.0
2025-05-01,América Del Norte,62372.21123519666,25493.90755737363,0.0,16508.650673630218,9637.353557407027,0.0
2025-06-01,América Del Norte,77123.91941036285,25493.87151222999,0.0,16508.650673630218,22962.205662350534,0.0
2025-07-01,América Del Norte,86624.7694980845,25493.841957554425,0.0,16508.650673630218,27755.609765009263,0.0
2025-08-01,América Del Norte,64687.51798660194,25493.817724635363,0.0,16508.650673630218,13605.758635526836,0.0
2025-09-01,América Del Norte,43141.46955528722,25493.79785520801,1144.0,16508.650673630218,2037.718893581954,0.0
